1,1.1,1.2
0.30243,0.30243,0.30243
0.30243,0.30243,0.30243
0.30243,0.30243,0.30243
0.30243,0.30243,0.30243
0.30243,0.30243,0.30243
0.30243,0.30243,0.30243
0.30243,0.30243,0.30243
0.30243,0.30243,0.30243
0.30243,0.30243,0.30243
0.30243,0.30243,0.30243
0.30243,0.30243,0.30243
0.30243,0.30243,0.30243
0.30243,0.30243,0.30243
0.30243,0.30243,0.30243
0.30243,0.30243,0.30243
0.30243,0.30243,0.30243
0.30243,0.30243,0.30243
0.30243,0.30243,0.30243
0.30243,0.30243,0.30243
0.30243,0.30243,0.30243
0.30243,0.30243,0.30243
0.30243,0.30243,0.30243
0.30243,0.30243,0.30243
0.30243,0.30243,0.30243
0.30243,0.30243,0.30243
0.30243,0.30243,0.30243
0.30243,0.30243,0.30243
0.30243,0.30243,0.30243
0.30243,0.30243,0.30243
0.30243,0.30243,0.30243
0.30244,0.30243,0.30243
0.30244,0.30243,0.30243
0.30244,0.30243,0.30243
0.30244,0.30243,0.30243
0.30244,0.30243,0.30243
0.30244,0.30243,0.30243
0.30244,0.30243,0.30243
0.30244,0.30243,0.30243
0.30244,0.30243,0.30243
0.30244,0.30243,0.30243
0.30244,0.30243,0.30243
0.30244,0.30243,0.30243
0.30244,0.30243,0.30243
0.30244,0.30243,0.30243
0.30244,0.30243,0.30243
0.30244,0.30243,0.30243
0.30244,0.30243,0.30243
0.30244,0.30243,0.30243
0.30244,0.30243,0.30243
0.30244,0.30243,0.30243
0.30244,0.30243,0.30243
0.30244,0.30243,0.30243
0.30244,0.30243,0.30243
0.30244,0.30243,0.30243
0.30244,0.30243,0.30243
0.30244,0.30243,0.30243
0.30243,0.30243,0.30243
0.30243,0.30243,0.30243
0.30243,0.30243,0.30243
0.30243,0.30243,0.30243
0.30243,0.30243,0.30243
0.30243,0.30243,0.30243
0.30243,0.30243,0.30243
0.30243,0.30243,0.30243
0.30243,0.30243,0.30243
0.30243,0.30243,0.30243
0.30243,0.30243,0.30243
0.30243,0.30243,0.30243
0.30243,0.30243,0.30243
0.30243,0.30243,0.30243
0.30243,0.30243,0.30243
0.30243,0.30243,0.30243
0.30243,0.30243,0.30243
0.30243,0.30243,0.30243
0.30243,0.30243,0.30243
0.30243,0.30243,0.30243
0.30243,0.30243,0.30243
0.30243,0.30243,0.30243
0.30243,0.30243,0.30243
0.30243,0.30243,0.30243
0.30243,0.30243,0.30243
0.30243,0.30243,0.30243
0.30243,0.30243,0.30243
0.30243,0.30243,0.30243
0.30243,0.30243,0.30243
0.30243,0.30243,0.30243
0.30243,0.30243,0.30243
0.30243,0.30243,0.30243
0.30243,0.30243,0.30243
0.30243,0.30243,0.30243
0.30243,0.30242,0.30243
0.30243,0.30242,0.30243
0.30242,0.30242,0.30243
0.30242,0.30242,0.30242
0.30242,0.30242,0.30242
0.30242,0.30242,0.30242
0.30242,0.30242,0.30242
0.30242,0.30242,0.30242
0.30242,0.30242,0.30242
0.30242,0.30242,0.30242
0.30242,0.30242,0.30242
0.30242,0.30242,0.30242
0.30242,0.30242,0.30242
0.30242,0.30242,0.30242
0.30242,0.30242,0.30242
0.30242,0.30242,0.30242
0.30242,0.30242,0.30242
0.30242,0.30242,0.30242
0.30242,0.30242,0.30242
0.30241,0.30241,0.30242
0.30241,0.30241,0.30242
0.30241,0.30241,0.30242
0.30241,0.30241,0.30242
0.30241,0.30241,0.30242
0.30241,0.30241,0.30241
0.30241,0.30241,0.30241
0.30241,0.30241,0.30241
0.30241,0.30241,0.30241
0.30241,0.30241,0.30241
0.30241,0.30241,0.30241
0.30241,0.30241,0.30241
0.30241,0.30241,0.30241
0.30241,0.30241,0.30241
0.30241,0.30241,0.30241
0.30241,0.30241,0.30241
0.30241,0.30241,0.30241
0.30241,0.30241,0.30241
0.30241,0.3024,0.30241
0.30241,0.3024,0.30241
0.30241,0.3024,0.30241
0.30241,0.3024,0.30241
0.30241,0.3024,0.30241
0.30241,0.3024,0.30241
0.30241,0.3024,0.3024
0.30241,0.3024,0.3024
0.30241,0.3024,0.3024
0.30241,0.3024,0.3024
0.30241,0.3024,0.3024
0.30241,0.3024,0.3024
0.30241,0.3024,0.3024
0.30241,0.3024,0.3024
0.30241,0.30241,0.3024
0.30241,0.30241,0.3024
0.30241,0.30241,0.3024
0.30241,0.30241,0.30241
0.30242,0.30241,0.30241
0.30242,0.30241,0.30241
0.30242,0.30241,0.30241
0.30242,0.30241,0.30241
0.30242,0.30241,0.30241
0.30242,0.30241,0.30241
0.30243,0.30241,0.30241
0.30243,0.30242,0.30241
0.30243,0.30242,0.30241
0.30243,0.30242,0.30241
0.30244,0.30242,0.30241
0.30244,0.30242,0.30242
0.30245,0.30243,0.30242
0.30245,0.30243,0.30242
0.30246,0.30243,0.30242
0.30246,0.30243,0.30242
0.30247,0.30244,0.30242
0.30248,0.30244,0.30243
0.30248,0.30245,0.30243
0.30249,0.30245,0.30243
0.3025,0.30246,0.30243
0.3025,0.30246,0.30244
0.30251,0.30247,0.30244
0.30252,0.30248,0.30245
0.30252,0.30248,0.30245
0.30253,0.30249,0.30246
0.30254,0.30249,0.30246
0.30254,0.3025,0.30247
0.30255,0.30251,0.30248
0.30256,0.30251,0.30248
0.30256,0.30252,0.30249
0.30257,0.30253,0.30249
0.30258,0.30253,0.3025
0.30258,0.30254,0.30251
0.30259,0.30255,0.30251
0.3026,0.30255,0.30252
0.3026,0.30256,0.30253
0.30261,0.30257,0.30253
0.30261,0.30257,0.30254
0.30262,0.30258,0.30254
0.30262,0.30258,0.30255
0.30263,0.30259,0.30256
0.30263,0.30259,0.30256
0.30263,0.3026,0.30257
0.30264,0.3026,0.30257
0.30264,0.30261,0.30258
0.30264,0.30261,0.30258
0.30264,0.30261,0.30259
0.30264,0.30262,0.30259
0.30264,0.30262,0.3026
0.30264,0.30262,0.3026
0.30264,0.30263,0.3026
0.30264,0.30263,0.30261
0.30264,0.30263,0.30261
0.30264,0.30263,0.30261
0.30263,0.30263,0.30262
0.30263,0.30263,0.30262
0.30262,0.30262,0.30262
0.30262,0.30262,0.30262
0.30261,0.30262,0.30262
0.3026,0.30262,0.30262
0.3026,0.30261,0.30262
0.30259,0.30261,0.30262
0.30258,0.3026,0.30261
0.30257,0.30259,0.30261
0.30256,0.30259,0.30261
0.30255,0.30258,0.3026
0.30253,0.30257,0.3026
0.30252,0.30256,0.3026
0.30251,0.30255,0.30259
0.3025,0.30254,0.30258
0.30248,0.30253,0.30258
0.30247,0.30252,0.30257
0.30245,0.30251,0.30256
0.30244,0.3025,0.30255
0.30243,0.30248,0.30254
0.30242,0.30247,0.30253
0.30241,0.30246,0.30252
0.3024,0.30244,0.30251
0.3024,0.30243,0.30249
0.30239,0.30242,0.30248
0.30238,0.30242,0.30247
0.30237,0.30241,0.30246
0.30236,0.3024,0.30244
0.30236,0.30239,0.30243
0.30235,0.30239,0.30242
0.30234,0.30238,0.30242
0.30234,0.30237,0.30241
0.30233,0.30236,0.3024
0.30232,0.30236,0.3024
